HI-II-14,Yang-16,Yu-11,Venkatesan-09,H-I-05,Lit-BM,Test_space_screens-19,HI-union,HuRI,HI-union-exclude-14,HI-sample
2.256016492843628,0.16898655891418457,0.37292933464050293,0.21273565292358398,0.5175149440765381,2.3634660243988037,0.31559014320373535,8.890806198120117,7.118650197982788,1.4718070030212402,0.05353879928588867
