HI-II-14,Yang-16,Yu-11,Venkatesan-09,H-I-05,Lit-BM,Test_space_screens-19,HI-union,HuRI,HI-union-exclude-14
6.062944412231445,0.8929238319396973,1.6195099353790283,1.2025535106658936,2.3145132064819336,5.690314054489136,2.077197313308716,31.51325511932373,24.917096376419067,4.873075008392334
