HI-II-14,Yang-16,Yu-11,Venkatesan-09,H-I-05,Lit-BM,Test_space_screens-19,HI-union,HuRI
0.9355800151824951,0.1236419677734375,0.28173017501831055,0.1276710033416748,0.36162781715393066,1.379716396331787,0.24615263938903809,3.2344841957092285,2.83651065826416
