HI-II-14,Yang-16,Yu-11,Venkatesan-09,H-I-05,Lit-BM,Test_space_screens-19,HI-union,HuRI
8.118417024612427,0.8954215049743652,0.7131898403167725,0.46797990798950195,2.637754201889038,8.063897132873535,1.624356746673584,34.038785457611084,27.65576720237732
