HI-II-14,Yang-16,Yu-11,Venkatesan-09,H-I-05,Lit-BM,Test_space_screens-19,HI-union,HuRI,HI-union-exclude-14,HI-sample
3.4342336654663086,0.1613919734954834,0.3655531406402588,0.1868419647216797,0.4039604663848877,2.672842502593994,0.3084406852722168,28.039819717407227,22.192153215408325,2.243250846862793,0.05409646034240723
