HI-II-14,Yang-16,Yu-11,Venkatesan-09,H-I-05,Lit-BM,Test_space_screens-19,HI-union,HuRI,HI-union-exclude-14
5.249699831008911,0.5569276809692383,0.9244945049285889,0.4461522102355957,1.3506591320037842,5.724337100982666,0.8266253471374512,16.702472448349,14.416690349578857,4.23180627822876
