HI-II-14,Yang-16,Yu-11,Venkatesan-09,H-I-05,Lit-BM,Test_space_screens-19,HI-union,HuRI,HI-union-exclude-14,HI-sample
0.9404647350311279,0.15378332138061523,0.29821348190307617,0.17420172691345215,0.37374448776245117,1.6455328464508057,0.288776159286499,5.7690229415893555,5.160992383956909,1.2253239154815674,0.054155826568603516
