0.27951401, 8.1750
0.31204440, 26.5826
0.31308580, 45.6658
0.28416930, 63.8610
0.31567858, 84.3292
0.23173719, 103.2959
0.28614752, 123.9818
0.24199900, 144.2549
0.25949141, 165.5412
0.26403361, 188.0744
0.25633828, 210.5278
0.26065166, 234.0726
0.26994795, 258.1363
0.25140009, 282.2884
0.24621485, 307.3798
0.23463169, 332.6073
0.26011889, 358.9119
0.23483791, 385.2380
0.24450378, 412.1556
0.23789047, 440.1484
0.22980647, 467.9000
0.25605234, 497.0595
0.22801037, 524.9590
0.22831448, 552.4740
0.20418562, 580.0012
0.20601660, 607.0946
0.21278483, 634.6340
0.20386490, 661.7749
0.20429173, 689.1976
0.20060013, 716.3651
0.20530501, 743.7625
0.20983451, 771.4042
0.20922200, 798.6617
0.20178672, 827.0111
0.20599323, 854.5415
0.20164377, 881.9786
0.20315461, 909.6972
0.19913085, 936.8740
0.20962497, 964.6778
0.20569207, 992.3124
0.20282414, 1020.1683
0.20079789, 1047.5906
0.20370999, 1074.7985
0.20614992, 1102.9479
0.20290772, 1130.3235
0.20163994, 1158.3515
0.20466588, 1185.9379
0.20332901, 1214.2052
0.20345019, 1242.4999
0.20458685, 1270.5211
0.21393622, 1299.1980
0.20996477, 1326.8894
0.20580558, 1355.2630
0.20511321, 1383.0114
0.20757672, 1410.8531
0.20783458, 1439.0577
0.20680028, 1466.6252
0.20626454, 1494.9904
0.21002813, 1522.9658
0.21392278, 1551.4369
0.20465614, 1579.9894
0.20763377, 1607.4286
0.21173292, 1635.4590
0.21083381, 1663.2148
0.21134496, 1691.6091
0.21201314, 1719.5170
0.21307571, 1747.3213
0.21961999, 1775.9333
0.22772742, 1803.6671
0.20879134, 1832.1993
0.21849531, 1860.3639
0.20912131, 1888.8214
0.21123991, 1916.9144
0.20988964, 1944.8379
0.20065568, 1973.1740
0.20154096, 2000.9754
0.20971747, 2029.8279
0.20460119, 2057.8301
0.20200328, 2086.1361
0.20661012, 2114.5262
0.20258048, 2142.8138
0.19916265, 2171.4254
0.21210302, 2199.0978
0.20371365, 2227.6688
0.19867632, 2255.5025
0.20462276, 2283.0250
0.19947460, 2311.2936
0.20156545, 2338.8467
0.20198442, 2367.2248
0.20060690, 2395.2112
0.20507191, 2423.4528
0.20353818, 2452.1539
0.20230291, 2480.0256
0.20424118, 2508.7922
0.19936391, 2537.0100
0.19883031, 2564.9239
0.20753841, 2593.6957
0.20154326, 2621.8537
0.20330770, 2650.4520
0.19846077, 2678.8438
0.20183743, 2707.3788
0.20095086, 2735.8149
0.19914443, 2763.7042
0.20160707, 2792.2311
0.19981818, 2820.1876
0.20212466, 2847.7513
0.19906291, 2875.7827
0.20022102, 2903.8100
0.19677804, 2931.7395
0.20544156, 2959.3186
0.20114846, 2987.2790
0.20154841, 3015.7320
0.20052196, 3043.5753
0.19844254, 3072.2087
0.20416309, 3100.5513
0.19826852, 3128.7258
0.19967972, 3157.0354
0.20252551, 3184.7559
0.19955403, 3212.9892
0.20040630, 3241.5783
0.19850778, 3269.6383
0.20511464, 3298.1436
0.20055276, 3326.1898
0.19921318, 3353.9482
0.19736411, 3382.5983
0.19958759, 3410.7134
0.20791668, 3439.6367
0.19757553, 3467.9388
0.19983986, 3495.8786
0.19825608, 3524.2395
0.20088777, 3552.6389
0.20096455, 3581.4049
0.20056775, 3609.8239
0.20214920, 3637.7479
0.19904250, 3666.4416
0.20098652, 3694.2666
0.19987020, 3722.6806
0.20620774, 3751.1908
0.20313358, 3779.4199
0.19885976, 3808.2083
0.20108687, 3836.0318
