0.19841795, 3863.9417
0.19821193, 3892.2571
0.20295080, 3920.1400
0.20001124, 3948.6673
0.20408868, 3976.5686
0.19698411, 4004.5231
0.19964651, 4032.2778
0.19789678, 4060.1129
0.19875735, 4088.5713
0.21902574, 4116.7120
0.19842178, 4145.3032
0.19839025, 4173.8004
0.20535458, 4202.2899
0.20130108, 4231.0030
0.19706008, 4259.0621
0.19899625, 4287.8768
0.20524202, 4316.2798
0.20467669, 4344.2332
0.20032955, 4373.0716
0.20013204, 4401.5805
0.19779206, 4429.9594
0.19929253, 4457.9714
0.19842719, 4485.8490
0.19837211, 4514.1976
0.19802035, 4542.0684
0.20513354, 4570.3239
0.19942908, 4598.9870
0.19777320, 4626.7835
0.20126769, 4655.2991
0.20038751, 4683.0653
0.19864329, 4711.1302
0.20958216, 4739.6123
0.19789797, 4767.6705
0.19987860, 4796.5476
0.19868419, 4824.7653
0.19985995, 4853.1611
0.19889468, 4881.7558
0.20223519, 4910.2460
0.20069398, 4939.0547
0.20116864, 4967.5543
0.20053015, 4995.7226
0.20037296, 5023.7801
0.20125852, 5051.6856
0.19792787, 5079.8678
0.19684009, 5108.3491
0.19881817, 5136.0685
0.19968768, 5164.6125
0.20092135, 5192.7809
0.19831572, 5220.7730
0.20319449, 5249.4050
0.19805979, 5277.4674
0.19917954, 5306.4288
0.19865811, 5335.0299
0.20251047, 5363.3092
0.19928410, 5392.1147
0.20006657, 5420.4265
0.20004685, 5449.0366
0.19850612, 5477.4357
0.19840616, 5505.9177
0.20016965, 5534.7983
0.19894882, 5563.0066
0.19769421, 5591.7529
0.19635917, 5620.5051
0.19737289, 5648.7954
0.20144868, 5677.6088
0.20079331, 5706.0516
0.19893868, 5734.9567
0.19735735, 5763.6949
0.19942490, 5792.2082
0.19622004, 5821.2287
0.20009435, 5849.4429
0.20052728, 5878.0742
0.19622309, 5906.5878
0.20322054, 5935.0804
0.19827832, 5964.1424
0.19950196, 5992.2563
0.19954434, 6020.3851
0.19768574, 6049.5070
0.20425277, 6078.1137
0.19940281, 6107.2674
0.19977310, 6135.7451
0.19914984, 6164.1190
0.20139206, 6193.3488
0.20034888, 6221.8732
0.20041126, 6251.2586
0.19929099, 6279.6733
0.20518185, 6308.2351
0.19815861, 6337.0068
0.19752036, 6365.3896
0.20107068, 6394.8258
0.19822379, 6423.7083
0.20280064, 6451.7422
0.19893863, 6480.6695
0.20594220, 6508.7476
0.20130209, 6537.5287
0.20253807, 6566.2603
0.20688928, 6594.4904
0.20285621, 6623.5242
0.19959677, 6651.5952
0.20206195, 6680.2369
0.19844264, 6709.5766
0.19908211, 6738.1788
0.19997001, 6767.3285
0.19955206, 6795.5661
0.19958480, 6824.1839
0.19882473, 6853.3560
0.20061756, 6882.1347
0.19742840, 6911.4887
0.19881529, 6940.2011
0.19845807, 6969.0451
0.20311055, 6998.2954
0.20089094, 7026.6414
0.20179940, 7055.4173
0.20018727, 7084.2571
0.19903510, 7112.7120
0.20182845, 7141.7141
0.20018693, 7170.3878
0.20232400, 7199.4127
0.20175739, 7228.2447
0.19994563, 7256.8971
0.20173739, 7286.2166
0.20556152, 7314.8644
0.19763394, 7343.3467
0.20058861, 7372.6514
0.20169617, 7401.6794
0.20055501, 7430.8703
0.19994243, 7459.8744
0.20007855, 7488.4909
0.20135424, 7517.5375
0.19880706, 7546.5635
0.19899173, 7575.6105
0.19884822, 7604.4773
0.19726727, 7632.8218
0.19949472, 7661.8593
0.19998563, 7690.4185
0.19861796, 7719.5844
0.19980799, 7748.1623
0.19969449, 7777.4392
0.19846837, 7807.2972
0.19914839, 7836.5403
0.20080603, 7865.8277
0.19685865, 7894.5086
0.20022563, 7923.0252
0.20039169, 7952.3203
0.19949700, 7980.7720
0.20017329, 8009.4484
0.19865556, 8038.5292
0.19997812, 8067.4500
0.20285168, 8096.7784
0.20005177, 8125.4687
0.20651998, 8154.4724
0.20528840, 8183.4617
0.20135358, 8212.2313
0.19995474, 8241.6908
0.20062496, 8270.2815
0.20127312, 8298.9550
0.19718118, 8328.0408
0.19728383, 8356.8534
0.19906198, 8386.0172
0.19740481, 8414.6432
0.19648112, 8443.2824
0.20163456, 8472.3652
0.20912747, 8500.9398
0.19828689, 8529.9481
0.19863542, 8558.8567
0.19834749, 8587.2739
0.19904144, 8616.0821
0.19851105, 8644.5646
0.20194911, 8673.4946
0.19697156, 8702.3600
0.19980163, 8731.3622
0.19719431, 8760.5269
0.19814297, 8789.3409
0.19829696, 8818.6883
0.19889058, 8847.7395
0.19921268, 8876.8686
0.20099899, 8905.7809
0.19786659, 8934.5418
0.19809258, 8963.4425
0.19827312, 8992.5849
0.19873218, 9020.8140
0.19750566, 9049.9349
0.19587803, 9078.3880
0.19905170, 9106.8113
0.19949553, 9135.5267
0.19814488, 9164.0306
0.19880486, 9192.9282
0.19821188, 9220.7883
0.19963430, 9249.3348
0.19805318, 9278.4574
0.19886929, 9307.2791
0.19901348, 9336.7181
0.19657552, 9364.9869
0.20053005, 9393.7896
0.19789902, 9422.9793
0.19878742, 9451.5160
0.19755851, 9481.0078
0.19822204, 9509.3530
0.19759577, 9538.0803
0.19782105, 9567.5819
0.19803538, 9596.1372
0.19859104, 9625.1090
0.19836185, 9653.5885
0.19843869, 9681.9557
0.19806920, 9711.1040
0.19938611, 9739.4131
0.19913867, 9768.4523
0.20161225, 9797.1580
0.19918249, 9825.2949
0.19668136, 9854.6224
0.19822701, 9883.4234
0.19769767, 9912.1801
0.19925386, 9940.6110
0.19921970, 9969.1057
0.19773572, 9997.9535
0.19804527, 10026.2442
0.19923184, 10054.7731
0.19689275, 10083.3552
0.19699106, 10111.6809
0.19740389, 10141.2690
0.19845278, 10169.6217
0.19814269, 10198.1757
0.19783005, 10226.8492
0.19721437, 10255.1584
0.19844620, 10284.2790
0.19816059, 10312.6510
0.19964145, 10341.2923
0.19595688, 10370.1219
0.20119114, 10398.7704
0.19888386, 10428.1268
0.19910342, 10456.8927
0.19884806, 10485.4530
0.19877796, 10514.6321
0.20364993, 10543.2900
0.19651887, 10572.0551
0.19851186, 10600.8896
0.19608381, 10629.2907
0.19933709, 10658.0287
0.19710721, 10686.6997
0.19855019, 10716.0005
0.20080412, 10745.1335
0.20060109, 10773.6902
0.20280184, 10802.7735
0.20366925, 10831.3625
0.19906012, 10859.8753
0.19920307, 10888.5463
0.19787863, 10916.7646
0.19663471, 10945.9226
0.20045575, 10974.2479
0.20159578, 11002.8910
0.19791083, 11032.1621
0.19806747, 11060.8370
0.19719993, 11089.7512
0.19977380, 11118.8387
0.19816833, 11147.6682
0.19962752, 11176.6842
0.19839626, 11205.3147
0.19853080, 11234.0635
0.19712978, 11262.4804
0.19773092, 11291.5826
